workflow_id,workflow_name,source_repo,normalized_domain,workflow_family,fit,quality_tier,codex_usefulness,source_url_status,confidence,real_life_job,input_contract,output_artifact,validation_gate,human_review_boundary,safety_boundary,what_to_copy,what_to_ignore,canonical_source_url,tags
surface-0128,Salesforce,ritik-prog/n8n-automation-templates-5000,finance_crm,automation_queue,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use Salesforce-related automation examples for CRM record polling, scheduled sync, webhook-triggered enrichment, and cross-system notification patterns.","Salesforce or CRM credentials, scheduled/API/webhook trigger, CRM records, optional enrichment or destination app records.","n8n automation run, synced CRM record, enriched sales record, downstream notification, or queued task.",Sparse catalog page only lists template filenames; verify any selected JSON template directly before translating a pattern into Codex/ECC.,recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Trigger taxonomy, CRM source/destination naming, queue-like sync and notification patterns, and explicit credential/input assumptions.","n8n runtime wiring, credential storage, direct external writes, and any implication that Salesforce automations define Codex architecture.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Salesforce,n8n;salesforce;crm;scheduled_sync;api_polling;webhook;runtime_reference
surface-0122,CRM,ritik-prog/n8n-automation-templates-5000,finance_crm,document_transformation,runtime_platform_inspiration,needs_verification,translate_pattern_only,exact_page_sparse,low,"Use CRM automation templates as runtime inspiration for event-triggered record, notification, and queue-processing workflows.","event trigger, app credentials, CRM records, message or document source","automation run, notification, transformed record, queued task","Confirm exact template and platform actions before translating any pattern into Codex/ECC; verify credentials, record schema, and external write targets.","Recommended before sending, publishing, or writing externally.",Do not treat runtime platform templates as Codex architecture unless explicitly chosen; no third-party writes without approval.,"Copy high-level trigger, queue, transformation, and approval patterns when they are clearly evidenced.","Ignore n8n-specific runtime wiring, credential handling, node layout, and platform assumptions unless the user chooses n8n.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/CRM,crm;n8n;runtime-reference;queue-processing;external-write-review
surface-0124,HubSpot,ritik-prog/n8n-automation-templates-5000,finance_crm,document_transformation,runtime_platform_inspiration,needs_verification,translate_pattern_only,exact_page_sparse,low,"Use HubSpot automation templates as runtime inspiration for CRM record, lead, notification, and queue-processing workflows.","event trigger, HubSpot credentials, CRM records, message or document source","automation run, notification, transformed record, queued task","Confirm exact template and HubSpot object actions before translating any pattern into Codex/ECC; verify object schema, ownership, and external write targets.","Recommended before sending, publishing, or writing externally.",Do not treat runtime platform templates as Codex architecture unless explicitly chosen; no CRM writes without explicit approval.,"Copy high-level CRM trigger, queue, enrichment, transformation, and approval patterns when clearly evidenced.","Ignore n8n-specific runtime wiring, credential handling, node layout, and HubSpot write assumptions unless explicitly selected.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/HubSpot,hubspot;crm;n8n;runtime-reference;queue-processing
surface-0131,Templates based on platforms lane,ritik-prog/n8n-automation-templates-5000,finance_crm,document_transformation,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use the platform folder as a source index for integration-specific workflow examples across CRM, messaging, data, commerce, productivity, and content tools.","Event trigger, app credentials, records, message/document source, and selected platform folder or template JSON.","automation run, notification, transformed record, queued task, synced record, or platform-specific workflow example.","Exact page is an index, not workflow behavior; verify selected platform folder and JSON template before cataloging any concrete workflow.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Platform taxonomy, integration grouping, and the idea of separating source doors from workflow contracts.","Misspelled folder naming, n8n import mechanics, and any assumption that a platform folder equals a reusable Codex skill.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms,n8n;platform_catalog;integration_taxonomy;automation_templates;runtime_reference
surface-0160,analysis,tinh2/skills-hub-registry,research,research_knowledge,skill_package_reference,silver,strong_reference,exact_page_sparse,medium,Browse a registry category of analysis-oriented workflow entries to identify candidate skill patterns.,"Category folder contents, subfolder names, repo index context, and user-provided workflow matching criteria.","Matched router surface, candidate workflow family, and expansion notes for later ECC contract work.",Open the specific subfolder or skill file before copying behavior; the top-level analysis page is only a category index.,Optional unless output affects a person or external system.,Keep as reference pattern until copied into an ECC contract; do not infer detailed behavior from the category listing alone.,"Category naming, routing breadth, and subfolder taxonomy for catalog expansion.","Do not invent workflow steps, safety posture, or output guarantees from the folder name alone.",https://github.com/tinh2/skills-hub-registry/tree/main/analysis,analysis;registry;taxonomy;researchops;category-index;sparse
surface-0013,Skill template,CaseMark/skills,automation,automation_queue,codex_config_candidate,silver,strong_reference,exact_page_sparse,medium,Use a minimal SKILL.md starter template as a scaffold for new reusable skill packages.,"Template SKILL.md with placeholder frontmatter, description guidance, instruction section, quick start, details, and troubleshooting sections.",Starter skill scaffold or checklist for drafting a reusable ECC skill surface.,"Treat as scaffold only; require a real repeated job, input contract, output artifact, safety boundary, and validation loop before adoption.",Optional for catalog lookup; required before using the scaffold for person-impacting workflows or external actions.,Sparse placeholder only; do not infer workflow behavior beyond the visible template sections.,"Basic frontmatter shape and section headings for instructions, quick start, details, and troubleshooting.",Placeholder text and any assumption that the template alone defines a complete ECC workflow contract.,https://github.com/CaseMark/skills/blob/main/template/SKILL.md,skill-template;scaffold;config-package;sparse-source
surface-0031,"Infrastructure, SRE & Incident Operations",agentskillexchange/skills,automation,automation_queue,skill_package_reference,gold,copy_or_adapt_now,exact_page_reachable,high,"Classify infrastructure, reliability, incident, monitoring, alerting, and operational response skill surfaces for workflow lookup.","Industry markdown page, repository skill index, source links, and user-provided infrastructure or incident context.","Matched router surface and expansion plan for monitoring, incident operations, queue handling, or notification-oriented workflow references.",Confirm each matched workflow label is present in the source page or repo index; keep operational details shallow unless a specific skill page is verified.,"Human review is required before triggering incident actions, notifying people, changing infrastructure, or escalating externally.","Catalog-only reference; no production changes, incident declarations, paging, or third-party writes without explicit approval and a scoped ECC contract.","Workflow naming, source category framing, and high-level operational surface labels that are explicitly present.","Do not copy assumptions about live infrastructure access, credentials, paging authority, or remediation behavior.",https://github.com/agentskillexchange/skills/blob/main/industries/infrastructure-sre-incident-operations.md,infrastructure;sre;incident-operations;monitoring;alerts;queue;notifications;workflow-surface
surface-0040,Skill template,agentskillexchange/skills,automation,automation_queue,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,"Start a reusable skill package from a minimal SKILL.md template with metadata, description, installation notes, and source attribution.","Template SKILL.md, placeholder frontmatter, installation sections, and manual copy instructions.",Skill-package template reference and router-surface expansion idea for Codex/ECC skill authoring.,"Confirm placeholders are fully replaced, source links are real, category/framework fields match the local catalog, and local ECC safety boundaries are added before use.","Optional for catalog lookup; required before publishing, installing globally, or representing the template as a production-ready skill.",Keep as a skeleton reference; do not treat placeholder installation or runtime assumptions as an approved ECC workflow.,"Minimal frontmatter pattern, source attribution placeholder, concise body structure, and install/manual-copy section pattern.","Do not copy placeholder values, installer commands, or runtime-specific assumptions directly into the workspace.",https://github.com/agentskillexchange/skills/blob/main/template/SKILL.md,skill-template;config-package;skill.md;skeleton;manifest;source-attribution
surface-0076,WhatsApp,enescingoz/awesome-n8n-templates,automation,automation_queue,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use WhatsApp-oriented n8n templates as inspiration for business messaging automations such as chatbot responses, meeting prep delivery, and retrieval-style customer support workflows.","WhatsApp event trigger or operator trigger, messaging credentials, inbound message context, customer or meeting records, optional retrieved knowledge records, and destination contact/thread.","n8n automation run, WhatsApp reply or notification, prepared sales/customer context, generated chatbot answer, transformed record, or queued follow-up task.","Folder is a template listing; inspect exact JSON before relying on workflow details, credential handling, message routing, or write/send behavior.","Recommended before replying to customers, sending business messages, publishing generated content, or updating external records.",Runtime/platform inspiration only; do not treat n8n or WhatsApp runtime behavior as Codex architecture unless explicitly chosen.,"Copy abstract WhatsApp trigger patterns, customer-message input contracts, review-before-send gates, and notification/follow-up output shapes.","Ignore direct n8n node wiring, platform-specific deployment assumptions, and automatic external sends without explicit human approval.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/WhatsApp,whatsapp;messaging;chatbot;sales-prep;customer-support;runtime-reference;n8n-template
surface-0078,docs/index.md,enescingoz/awesome-n8n-templates,automation,automation_queue,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,Use the repository documentation index as a high-level map of available n8n automation template categories and import assumptions for runtime/platform inspiration.,"Template category, target platform, JSON template file, required service credentials, and an n8n import/configuration context.","Catalog category mapping, runtime inspiration note, imported n8n workflow in its native platform, or translated Codex/ECC workflow pattern.",Use only as a repository-level index; inspect category folders or individual JSON templates before claiming specific workflow behavior.,"Recommended before sending, publishing, writing externally, importing credentials, or activating any runtime automation.",Documentation is platform/runtime reference only; translate useful patterns back into Codex/ECC and avoid treating n8n as the chosen architecture by default.,"Copy category taxonomy, import-time credential awareness, platform trigger/output framing, and review boundaries for external actions.","Ignore marketing counts as behavioral proof, native n8n activation steps as Codex implementation guidance, and category blurbs as exact workflow specs.",https://github.com/enescingoz/awesome-n8n-templates/blob/main/docs/index.md,repo-index;n8n;automation-catalog;categories;runtime-reference;import-workflow
surface-0096,Executor template,marieai/marie-ai,automation,automation_queue,runtime_platform_inspiration,needs_verification,verify_source_first,broken,low,Use an executor template surface as inspiration for package scaffolding and implementation boundaries when cataloging runtime/platform references.,"Repo docs, source links, category indexes, and user-provided context.",Matched router surface and expansion plan.,Confirm the template path and inspect its README or files before deriving scaffold guidance; avoid copying structure unless it maps cleanly to Codex/ECC skill packaging.,"Recommended before sending, publishing, or writing externally.",Do not treat the runtime platform as Codex architecture unless explicitly chosen.,Confirmed template conventions that clarify input/output boundaries and extension points.,"Project-specific build tooling, deployment wiring, runtime assumptions, and any scaffold files unrelated to Codex/ECC.",https://github.com/marieai/marie-ai/tree/main/executor/template,runtime-platform-reference;general;executor-template;scaffold;skillregistry
surface-0114,Agents category index,mergisi/awesome-openclaw-agents,automation,automation_queue,codex_config_candidate,gold,copy_or_adapt_now,exact_page_reachable,high,Provide a category index of reusable agent templates so a user can browse by business or operational domain and select a starting surface.,"Agents README, category table, template counts, source links, and user workflow context.",Matched router surface and expansion plan identifying relevant template categories and next inspection paths.,Use the category index only as a router; inspect the target category and individual template before classifying behavior or reusing it.,"Optional for catalog lookup; required before adapting a template into a workflow that affects a person, business process, regulated domain, or external system.",Reference-only category router until translated into a scoped ECC workflow contract with validation and action boundaries.,"Category table, template-count index, browse links, and category router pattern for multi-domain workflow lookup.","One-click deployment claims, any uninspected template behavior, and external runtime-specific commands.",https://github.com/mergisi/awesome-openclaw-agents/blob/main/agents/README.md,skill-registry;category-index;template-router;multi-domain;workflow-catalog
surface-0111,Quickstart fallback,mergisi/awesome-openclaw-agents,automation,automation_queue,skill_package_reference,silver,strong_reference,canonicalized,medium,Help an operator start from a catalog of prebuilt agent templates and choose a template category before copying or adapting a configuration.,"Repo README, category index, template folders, source links, and user-provided workflow context.",Matched router surface and expansion plan for selecting a template or skill-package reference.,Mark the exact quickstart source unavailable; rely only on repository index facts and lower confidence for any quickstart-specific behavior.,Optional for catalog lookup; required before turning any template into a live agent that can act on external systems or people.,"Keep as inspiration until copied into an ECC contract with explicit action limits, inputs, outputs, and review gates.","Quickstart-as-router idea, category-first browsing, and template selection flow from the repo index.","Any missing QUICKSTART.md-specific procedure, external deployment shortcuts, and unsupported execution assumptions.",https://github.com/mergisi/awesome-openclaw-agents,skill-registry;quickstart-fallback;template-catalog;router-surface;sparse-source
surface-0130,Slack,ritik-prog/n8n-automation-templates-5000,automation,automation_queue,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use Slack automation examples for message-triggered workflows, AI or content routing, notification delivery, and app-to-channel sync patterns.","Slack credentials, message/channel events, scheduled/API/webhook trigger, source records, optional AI/RAG/content inputs.","Slack notification, transformed record, content post, queue item, or cross-system sync result.","Folder listing is evidence of available templates, but behavior is filename-level only; inspect selected JSON before deriving exact workflow steps.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Slack as review/alert surface, trigger variety, queue notification patterns, and cross-system message routing concepts.","n8n node wiring, direct posting without approval, and platform-specific credentials or autonomous publishing assumptions.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/Slack,n8n;slack;notifications;webhook;schedule_trigger;queue_handoff;runtime_reference
surface-0066,Gmail/Email,enescingoz/awesome-n8n-templates,automation,case_intake_review,runtime_platform_inspiration,gold,strong_reference,canonicalized,high,"Automate or study email classification, labeling, suspicious-email review, reply drafting, inbox summarization, and attachment routing.","Email event trigger, mailbox credentials, message body, headers, attachments, label/category rules, external records, and review settings.","Draft reply, applied label, routed message, suspicious-email flag, extracted attachment, summary, sheet row, or notification.","Confirm mailbox scope, credential handling, outbound send/write behavior, phishing-risk handling, and human approval before any send or destructive action.","Recommended before sending/publishing/writing externally; required for reply sending, deletion, risky security classification, or contact-facing messages.","Do not treat runtime platform as Codex architecture unless explicitly chosen; do not send, delete, or expose email content without explicit authorization.","Email trigger taxonomy, classify-label-draft-review flow, human-in-the-loop response pattern, and audit logging ideas.","Do not copy auto-send defaults, broad mailbox permissions, credential assumptions, or runtime-specific node wiring.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/Gmail_and_Email_Automation,email;gmail;triage;drafting;labeling;human-review;queue-processing;runtime-reference
surface-0068,HR/Recruitment,enescingoz/awesome-n8n-templates,automation,case_intake_review,runtime_platform_inspiration,gold,strong_reference,canonicalized,high,"Automate or study HR policy chat, resume/CV screening, job posting, candidate evaluation, and HR/IT helpdesk intake workflows.","Candidate resumes or CVs, job criteria, HR policy documents, applicant records, forms, chat/audio inputs, credentials, and review rules.","Screening summary, candidate evaluation, HR helpdesk answer, policy response, job posting support output, or queued review item.","Check employment-law and bias risk, source document grounding, candidate-data privacy, review requirements, and any external writes before use.","Recommended before sending/publishing/writing externally; required before candidate decisions, rejection, ranking, or HR policy advice is acted on.",Do not treat runtime platform as Codex architecture unless explicitly chosen; do not make employment decisions or sensitive HR conclusions without human review.,"Applicant intake shape, review queue boundary, policy-doc grounding, structured screening output, and approval checkpoints.","Do not copy automated hiring decisions, opaque ranking, external writes, or platform credential assumptions.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/HR_and_Recruitment,hr;recruitment;resume-screening;helpdesk;candidate-review;human-review;queue-processing;runtime-reference
surface-0077,WordPress,enescingoz/awesome-n8n-templates,automation,case_intake_review,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use WordPress-oriented n8n templates as inspiration for content operations automations such as blog categorization, tagging, post generation, brand-voice drafting, and site chatbot integration.","WordPress credentials or API access, post draft or keyword input, content metadata, brand/context records, optional chatbot knowledge source, and publishing destination.","n8n automation run, categorized or tagged post, generated draft, transformed content record, chatbot response surface, or queued publishing task.","Treat category folder as inventory; inspect specific JSON before adopting content-writing, tagging, credential, or publishing behavior.","Required or strongly recommended before publishing posts, changing live site metadata, embedding chatbot behavior, or writing to WordPress.",Runtime/platform inspiration only; do not treat n8n or WordPress publishing flows as Codex architecture unless explicitly selected.,"Copy input/output contracts for draft content, metadata enrichment, review gates, and CMS-write safety boundaries.","Ignore direct publishing assumptions, n8n-specific implementation details, and automatic live-site updates without explicit approval.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/WordPress,wordpress;cms;content-automation;blog;tagging;publishing-review;runtime-reference;n8n-template
surface-0079,llms.txt,enescingoz/awesome-n8n-templates,automation,case_intake_review,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Use the llms.txt repository summary as machine-readable catalog context for n8n template categories, platform coverage, and broad automation-template positioning.","Repository-level category entry, platform folder URL, template count, platform/use-case description, and optional downstream lookup need for a specific template.","Catalog metadata entry, category-to-door mapping, source inventory note, or pointer to a canonical folder for deeper inspection.",Use for high-level catalog metadata only; verify folder contents or individual JSON files before deriving exact workflow mechanics.,"Recommended before sending, publishing, writing externally, activating runtime workflows, or using credentials in any imported automation.",Runtime/platform inspiration only; do not treat llms.txt metadata or n8n platform assumptions as Codex architecture unless explicitly chosen.,"Copy concise category labels, canonical folder pointers, platform coverage, and metadata-level source descriptions.","Ignore template-count drift as stable truth without refresh, and do not infer behavior beyond the summarized category text.",https://github.com/enescingoz/awesome-n8n-templates/blob/main/llms.txt,llms-txt;machine-readable-index;n8n;automation-catalog;category-metadata;runtime-reference
surface-0041,Templates & Workflows,agentskillexchange/skills,automation,document_transformation,skill_package_reference,needs_verification,verify_source_first,broken,low,"Reference reusable templates for batch, queue, trigger, and notification-style automations.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",Confirm exact template behavior and external-action boundaries before copying into a project workflow.,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,"Trigger-to-action structure, batch handling patterns, notification shapes, and template organization after verification.","Any credentials, external writes, or automation side effects unless explicitly re-scoped and approved.",https://github.com/agentskillexchange/skills/tree/main/categories/templates-workflows,automation-template;queue-processing;workflow-template;batch-processing
surface-0069,Notion,enescingoz/awesome-n8n-templates,automation,document_transformation,runtime_platform_inspiration,silver,strong_reference,exact_page_reachable,medium,"Use Notion-related n8n templates as runtime inspiration for automations that react to events, read or transform records, and optionally write updates or notifications through connected apps.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task","Verify the exact template file before reuse; confirm required credentials, source records, destination writes, and whether the behavior maps cleanly into a Codex/ECC workflow contract.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Copy high-level trigger-to-transform-to-output patterns, queue or retry ideas, and human approval checkpoints when visible in a specific template.","Ignore n8n-specific node wiring, credential storage assumptions, and direct external-write behavior unless the user explicitly chooses n8n as the runtime.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/Notion,notion;n8n;automation;runtime-reference;queue-processing;external-write-review
surface-0070,OpenAI and LLMs,enescingoz/awesome-n8n-templates,automation,document_transformation,runtime_platform_inspiration,silver,strong_reference,canonicalized,medium,"Use OpenAI/LLM-related n8n templates as runtime inspiration for automations that call language-model steps over records, messages, or documents and route the transformed output onward.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task","Inspect the exact template before reuse; validate model inputs, prompt/data boundaries, downstream writes, logging, and review requirements for generated content.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Copy clear LLM task boundaries, structured input/output expectations, batching or queue patterns, and review-before-send checkpoints.","Ignore platform-specific node graphs, implicit credential handling, and any direct publish/send/write action without a Codex/ECC approval boundary.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/OpenAI%20%26%20LLMs,openai;llm;n8n;automation;runtime-reference;queue-processing;human-review
surface-0072,README Catalog,enescingoz/awesome-n8n-templates,automation,document_transformation,runtime_platform_inspiration,silver,strong_reference,exact_page_reachable,medium,"Use the repository README as a broad catalog index for n8n automation templates across app categories, selecting specific category folders only as runtime inspiration for repeatable automation jobs.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task","Do not classify a concrete workflow from the README alone; follow the README index to a specific template/category and verify source reachability, required credentials, external actions, and review boundaries.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,Copy the catalog taxonomy and broad source-discovery role for finding automation examples.,"Ignore README-level popularity, marketing framing, and any implied workflow behavior not verified in a specific template or folder.",https://github.com/enescingoz/awesome-n8n-templates/blob/main/README.md,readme;catalog;n8n;automation;runtime-reference;index
surface-0073,Slack,enescingoz/awesome-n8n-templates,automation,document_transformation,runtime_platform_inspiration,silver,strong_reference,exact_page_reachable,medium,"Use Slack-related n8n templates as runtime inspiration for automations that receive channel/message events, process them, and send notifications or route queued work to collaborators.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task","Inspect the exact template before reuse; confirm channel scope, message content handling, credentials, write targets, and human approval before posting or notifying externally.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Copy notification routing patterns, escalation queues, message-to-task transformations, and approval gates before posting.","Ignore n8n node wiring, workspace credential assumptions, and automatic Slack posting without explicit user approval.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/Slack,slack;n8n;automation;runtime-reference;notifications;queue-processing;external-write-review
surface-0074,Social Media,enescingoz/awesome-n8n-templates,automation,document_transformation,runtime_platform_inspiration,silver,strong_reference,canonicalized,medium,"Use social-media-related n8n templates as runtime inspiration for automations that transform source records or messages into draft posts, notifications, or queued publishing tasks.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task","Inspect the exact template before reuse; verify platform credentials, content source, transformed output, duplicate-post controls, and approval boundary before any publish action.",recommended before sending/publishing/writing externally,do not treat runtime platform as Codex architecture unless explicitly chosen,"Copy draft-generation, scheduling, queueing, and approval-before-publish patterns when verified in a concrete template.","Ignore direct publishing behavior, platform credential assumptions, engagement automation, and n8n-specific execution architecture unless explicitly selected.",https://github.com/enescingoz/awesome-n8n-templates/tree/main/Social%20Media,social-media;n8n;automation;runtime-reference;publishing-review;queue-processing
surface-0108,Configs,mergisi/awesome-openclaw-agents,automation,document_transformation,codex_config_candidate,needs_verification,verify_source_first,broken,low,"Reference configuration examples for app automation, queue handling, triggers, and notification-style workflows.","event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",Inspect exact config files and verify no external write or credential assumptions before reuse.,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,Configuration layout ideas and trigger/action separation if confirmed by canonical files.,"Framework-specific runtime assumptions, secrets, credentials, and unverified automation behavior.",https://github.com/mergisi/awesome-openclaw-agents/tree/main/configs,configs;automation-template;queue-processing;trigger-config
surface-0110,Memory wiki templates,mergisi/awesome-openclaw-agents,automation,document_transformation,inspiration_catalog,needs_verification,verify_source_first,broken,low,Reference memory/wiki template ideas for organizing reusable workflow context and queued knowledge updates.,"event trigger, app credentials, records, message/document source","automation run, notification, transformed record, queued task",Verify template contents and ensure memory updates remain reviewable before adapting to ECC workflow documentation.,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,Memory/wiki organization patterns and template naming after source verification.,Any automatic memory mutation or external synchronization behavior without explicit ECC safety boundaries.,https://github.com/mergisi/awesome-openclaw-agents/tree/main/memory-wiki,memory-template;wiki-template;automation-template;queue-processing
surface-0112,README Catalog,mergisi/awesome-openclaw-agents,automation,document_transformation,skill_package_reference,gold,copy_or_adapt_now,exact_page_reachable,high,"Browse a catalog of reusable automation templates for recurring operational tasks such as reminders, monitoring, triage, scraping, reporting, and app-triggered workflows.","Catalog entry plus any referenced trigger, app credential, record set, message source, document source, or schedule required by the selected automation pattern.","Reference pattern for an automation run, notification, transformed record, queued task, briefing, report, or follow-up action.",Confirm the selected template has enough source detail before copying any behavior into an ECC contract; do not treat catalog marketing text as implementation evidence.,"Optional while browsing; required before outputs affect a person, account, external system, payment, application, publication, or third-party resource.","Keep as reference pattern until copied into an ECC contract with explicit inputs, tools, validation, review, and external action boundaries.","Copy category framing, trigger ideas, output shapes, and recurring job names.","Ignore deployment prompts, pricing links, broad claims, and any framework-specific runtime assumptions.",https://github.com/mergisi/awesome-openclaw-agents/blob/main/README.md,automation;queue;trigger;catalog;notifications;app-automation;inspiration
surface-0115,agents.json,mergisi/awesome-openclaw-agents,automation,document_transformation,inspiration_catalog,silver,strong_reference,exact_page_reachable,medium,"Use a machine-readable catalog index to discover reusable workflow examples by id, category, name, path, and deployment/reference location.","Catalog JSON entry with id, category, name, role if present, source path, and any downstream source file that must be inspected before reuse.",Matched catalog record and candidate workflow surface for later ECC contract extraction.,"Treat the JSON as an index only; inspect the referenced source path before claiming concrete behavior, inputs, outputs, or safety boundaries.","Optional for discovery; required before adopting a workflow that affects people, external systems, credentials, accounts, applications, payments, or published content.",Keep as reference pattern until copied into an ECC contract; do not execute or deploy from an index entry alone.,"Copy ids, categories, names, and source-path routing structure.","Ignore empty role fields, deployment links, and any behavior not proven by the referenced source file.",https://github.com/mergisi/awesome-openclaw-agents/blob/main/agents.json,catalog-json;index;automation;queue-processing;workflow-routing;metadata
surface-0127,OpenAI,ritik-prog/n8n-automation-templates-5000,automation,document_transformation,runtime_platform_inspiration,needs_verification,translate_pattern_only,exact_page_sparse,low,"Use OpenAI automation templates as runtime inspiration for event-triggered AI processing, transformation, notification, and queued task workflows.","event trigger, model or API credentials, records, message or document source","automation run, notification, transformed record, queued task","Confirm exact template and AI action before translating any pattern into Codex/ECC; verify inputs, outputs, model-use boundary, and external write targets.","Recommended before sending, publishing, or writing externally, especially for AI-generated content.","Do not treat runtime platform templates as Codex architecture unless explicitly chosen; no external posting, publishing, or writes without approval.","Copy high-level AI-processing trigger, queue, transformation, review, and notification patterns when clearly evidenced.","Ignore n8n-specific runtime wiring, credential handling, node layout, and provider-specific runtime assumptions unless explicitly selected.",https://github.com/ritik-prog/n8n-automation-templates-5000/tree/main/Templates based on paltforms/OpenAI,openai;n8n;runtime-reference;queue-processing;automation
surface-0027,Data Platform & Analytics Engineering,agentskillexchange/skills,agent_workflows,case_intake_review,runtime_platform_inspiration,gold,strong_reference,exact_page_reachable,high,"Route data engineering and analytics operations work such as SQL, dbt, Airflow, warehouse review, CSV cleanup, schema quality, dashboards, query tuning, and retrieval or catalog context into appropriate reusable skill surfaces.","Repo docs, category indexes, source links, database or DAG context, SQL or dbt changes, CSV/table exports, schema metadata, catalog/retrieval context, and user-provided task scope.","Matched data-platform workflow surface, recommended skill/package references, and an expansion plan for controlled data operations or analytics engineering review.","Confirm the source page is reachable, preserve source URL attribution, verify the selected sub-surface matches the requested data task, and avoid treating broad tool lists as a complete workflow contract.","Operator review is needed before database changes, migrations, production query tuning, ingestion, or dashboard-impacting changes; optional for pure catalog matching.","Keep as a reference pattern until copied into an ECC contract; avoid unbounded database access, credential handling, destructive schema changes, or production operations without explicit approval.","Copy the surface taxonomy, workflow stack framing, persona targeting, validation-before-rollout posture, and separation between data operations, analytics changes, performance, tabular cleanup, and retrieval/catalog work.",Do not copy popularity metrics or long recommendation lists as workflow guarantees; do not infer detailed implementation behavior for each listed tool without inspecting its own source.,https://github.com/agentskillexchange/skills/blob/main/industries/data-platform-analytics-engineering.md,data-platform;analytics-engineering;sql;dbt;airflow;warehouse;csv;schema-quality;retrieval;workflow-surface
surface-0034,Orchestrate review-first multi-agent development work with Kandev,agentskillexchange/skills,agent_workflows,case_intake_review,codex_config_candidate,needs_verification,verify_source_first,broken,medium-low,Coordinate review-first multi-agent development work where a person must review before final action or conclusion.,"Repository documentation, skill files, manifests, category indexes, and user-provided development context.","Workflow pattern, reusable skill/package idea, or router match.",Confirm the skill directory contents and review checkpoints before using it as a reusable workflow reference.,Required before final action or conclusion.,"Must not make legal, medical, engineering, compliance, or safety conclusions without human review.","Review-first workflow framing, human checkpoint boundary, and reusable router metadata once verified from the skill files.",Any detailed orchestration mechanics not evidenced by the source directory or raw skill file.,https://github.com/agentskillexchange/skills/tree/main/skills/orchestrate-review-first-multi-agent-development-work-with-kandev,agent-workflows;human-review;review-gate;orchestration;skill-reference
surface-0093,DAG workflows,marieai/marie-ai,agent_workflows,case_intake_review,runtime_platform_inspiration,needs_verification,verify_source_first,broken,low,"Use a DAG-workflow runtime surface as inspiration for organizing dependent workflow steps, while keeping Codex/ECC contracts, gates, and human review boundaries explicit.","Repo docs, source links, category indexes, and user-provided context.",Matched router surface and expansion plan.,Check the canonical repository path or README before relying on behavior; ensure any dependency graph idea is recast as Codex/ECC workflow lanes and validation gates.,"Recommended before sending, publishing, or writing externally.",Do not treat the runtime platform as Codex architecture unless explicitly chosen.,"Confirmed DAG organization ideas, dependency naming, and separation of workflow stages.","Runtime-specific schedulers, execution semantics, deployment assumptions, and unsupported orchestration APIs.",https://github.com/marieai/marie-ai/tree/main/marie/workflows,runtime-platform-reference;general;dag-workflows;orchestration;skillregistry
