id,repo,cluster,door,door_level,primary_category,primary_domain,primary_pattern,domain_tags,workflow_pattern_tags,fit,priority,expansion_status,browse_use,input_contract_hint,output_artifact_hint,human_review_boundary,safety_boundary,source_url,needs_second_pass,confidence
surface-0028,agentskillexchange/skills,Best Matches For Codex Config Packages,Developer Tools,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,3,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/tree/main/categories/developer-tools,True,high
surface-0029,agentskillexchange/skills,Best Matches For Codex Config Packages,Full Catalog,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/CATALOG.md,True,high
surface-0030,agentskillexchange/skills,Best Matches For Codex Config Packages,Industry collections index,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/industries/README.md,True,high
surface-0032,agentskillexchange/skills,Best Matches For Codex Config Packages,JSON Index,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/skills.json,True,high
surface-0033,agentskillexchange/skills,Best Matches For Codex Config Packages,OpenClaw manifest,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/openclaw.json,True,high
surface-0034,agentskillexchange/skills,Best Matches For Codex Config Packages,Orchestrate review-first multi-agent development work with Kandev,skill_package,Skill Registry / Config Package,agent_workflows,HumanReview,agent_workflows,HumanReview;ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/agentskillexchange/skills/tree/main/skills/orchestrate-review-first-multi-agent-development-work-with-kandev,False,high
surface-0037,agentskillexchange/skills,Best Matches For Codex Config Packages,Security & Verification,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/tree/main/categories/security-verification,True,high
surface-0039,agentskillexchange/skills,Best Matches For Codex Config Packages,Skill spec,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/spec/SKILL_SPEC.md,False,high
surface-0040,agentskillexchange/skills,Best Matches For Codex Config Packages,Skill template,template_or_package,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/agentskillexchange/skills/blob/main/template/SKILL.md,False,high
surface-0058,ashishpatel26/500-AI-Agents-Projects,Big Multi-Industry Agent Catalogs,Agents directory,category_surface,Skill Registry / Config Package,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/ashishpatel26/500-AI-Agents-Projects/tree/main/agents,True,high
surface-0059,ashishpatel26/500-AI-Agents-Projects,Big Multi-Industry Agent Catalogs,Agno Examples,category_surface,Skill Registry / Config Package,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/ashishpatel26/500-AI-Agents-Projects/tree/main/agno-examples,True,high
surface-0060,ashishpatel26/500-AI-Agents-Projects,Big Multi-Industry Agent Catalogs,AutoGen Notebooks,category_surface,Skill Registry / Config Package,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/ashishpatel26/500-AI-Agents-Projects/tree/main/AutoGen-Examples,True,high
surface-0064,danielrosehill/Useful-AI-Agent-Skills,Best Matches For Codex Config Packages,Scope and Curation Rules,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/danielrosehill/Useful-AI-Agent-Skills/blob/main/README.md,True,high
surface-0080,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,AGENTS instructions,category_surface,Skill Registry / Config Package,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/indranilbanerjee/contentforge/blob/main/AGENTS.md,True,high
surface-0081,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,Commands directory,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/indranilbanerjee/contentforge/tree/main/commands,True,high
surface-0086,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,README skill catalog,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/indranilbanerjee/contentforge/blob/main/README.md,True,high
surface-0088,indranilbanerjee/contentforge,Domain-Specific Workflow Packs,Skills directory,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/indranilbanerjee/contentforge/tree/main/skills,True,high
surface-0107,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,Claude skills,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/mergisi/awesome-openclaw-agents/tree/main/skills/claude,True,high
surface-0109,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,Gemma skills,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/mergisi/awesome-openclaw-agents/tree/main/skills/gemma,True,high
surface-0111,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,Quickstart,category_surface,Skill Registry / Config Package,agent_workflows,SkillRegistry,agent_workflows,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/mergisi/awesome-openclaw-agents/blob/main/QUICKSTART.md,True,high
surface-0114,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,agents category index,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/mergisi/awesome-openclaw-agents/blob/main/agents/README.md,True,high
surface-0116,mergisi/awesome-openclaw-agents,Big Multi-Industry Agent Catalogs,skills README,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/mergisi/awesome-openclaw-agents/blob/main/skills/README.md,True,high
surface-0117,msitarzewski/agency-agents,Big Multi-Industry Agent Catalogs,Divisions manifest,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/msitarzewski/agency-agents/blob/main/divisions.json,True,high
surface-0118,msitarzewski/agency-agents,Big Multi-Industry Agent Catalogs,Engineering division,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,inspiration catalog,3,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/msitarzewski/agency-agents/tree/main/agents/engineering,True,high
surface-0119,msitarzewski/agency-agents,Big Multi-Industry Agent Catalogs,Specialized division,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/msitarzewski/agency-agents/tree/main/agents/specialized,True,high
surface-0120,msitarzewski/agency-agents,Big Multi-Industry Agent Catalogs,Strategy playbooks,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/msitarzewski/agency-agents/tree/main/strategy,True,high
surface-0121,msitarzewski/agency-agents,Big Multi-Industry Agent Catalogs,Tools manifest,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,inspiration catalog,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/msitarzewski/agency-agents/blob/main/tools.json,True,high
surface-0136,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,AAS Agent & MCP Builder,template_or_package,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins/antigravity-bundle-aas-agent-mcp-builder,False,high
surface-0137,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,AAS Security Engineer,template_or_package,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins/antigravity-bundle-aas-security-engineer,False,high
surface-0138,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,AAS Web App Builder,template_or_package,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins/antigravity-bundle-aas-web-app-builder,False,high
surface-0139,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Bundles index,category_surface,Skill Registry / Config Package,general,SkillRegistry,general,PatternRouter;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/docs/users/bundles.md,False,high
surface-0140,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Design a DDD Core Domain,workflow_surface,Skill Registry / Config Package,agent_workflows,WorkflowSurface,agent_workflows,WorkflowSurface,skill/package reference,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/data/workflows.json,False,high
surface-0141,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Full skill catalog,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/CATALOG.md,True,high
surface-0142,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Machine-readable bundles,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/data/bundles.json,False,high
surface-0143,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Plugin marketplace manifest,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,Codex-native or Codex-adjacent,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/.agents/plugins/marketplace.json,False,high
surface-0144,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Skills index,catalog_manifest,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/skills_index.json,True,high
surface-0145,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,Workflows index,workflow_surface,Skill Registry / Config Package,agent_workflows,WorkflowSurface,agent_workflows,WorkflowSurface,skill/package reference,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/blob/main/docs/users/workflows.md,False,high
surface-0146,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,plugins/,template_or_package,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/tree/main/plugins,True,high
surface-0147,sickn33/antigravity-awesome-skills,Best Matches For Codex Config Packages,skills/,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/sickn33/antigravity-awesome-skills/tree/main/skills,True,high
surface-0148,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/analyze,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/analysis/analyze,False,high
surface-0149,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/arch-review,workflow_surface,Skill Registry / Config Package,agent_workflows,HumanReview,agent_workflows,HumanReview;ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",required before final action or conclusion,"must not make legal, medical, engineering, compliance, or safety conclusions without human review",https://github.com/tinh2/skills-hub-registry/tree/main/review/arch-review,False,high
surface-0150,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/build,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/build/build,False,high
surface-0151,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/devops,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/deploy/devops,False,high
surface-0153,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/dx,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/productivity/dx,False,high
surface-0154,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/integrate,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/integration/integrate,False,high
surface-0155,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/qa,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,3,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/qa/qa,False,high
surface-0156,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/secure,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/security/secure,False,high
surface-0157,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/test-suite,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/test/test-suite,False,high
surface-0158,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,/ux,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/ux/ux,False,high
surface-0159,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,README Skill Catalog,catalog_manifest,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/blob/main/README.md,True,high
surface-0161,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,build,category_surface,Skill Registry / Config Package,general,ConfigPackage,general,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, source links, category indexes, user-provided context",matched router surface and expansion plan,optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/build,True,high
surface-0162,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,combo,category_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,expand_on_query,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/combo,True,high
surface-0164,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,design-to-code,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/combo/design-to-code,False,medium
surface-0165,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,fix-and-ship,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/combo/fix-and-ship,False,medium
surface-0166,tinh2/skills-hub-registry,Best Matches For Codex Config Packages,mvp-spec,workflow_surface,Skill Registry / Config Package,agent_workflows,ConfigPackage,agent_workflows,ConfigPackage;SkillRegistry,skill/package reference,2,reference_only,"skill/package shape, manifests, registries, reusable Codex/ECC config package ideas","repo docs, skill files, manifests, category indexes","workflow pattern, reusable skill/package idea, router match",optional unless output affects a person or external system,keep as reference pattern until copied into an ECC contract,https://github.com/tinh2/skills-hub-registry/tree/main/combo/mvp-spec,False,medium
